facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Mikuyu,ZA230926,Clinic,Government,-15.41764,35.41968,South West Zone,Functional
Mikuyu Adult Clinic,ZA230927,Dispensary,Government,-1,2,South West Zone,Functional
Mikuyu Young Clinic,ZA230928,Dispensary,Government,-1,3,South West Zone,Functional
Milepa,CR260929,Health Centre,Government,-15.68713,35.31818,South East Zone,Functional
Milonde,MU210930,Health Centre,Government,-16.1024462,35.4782637,South West Zone,Functional
Mimosa,MU210931,Health Centre,Government,-16.08574,35.61263,South West Zone,Functional
Ming'ongo,LL040932,Health Centre,Government,-14.07479,33.44838,Centrals West Zone,Functional
Minimini,MU210933,Clinic,Private,-16.05676,35.58444,South West Zone,Non-functional
Ministry of Hope Health Clinic,LL040934,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Minoo's Dental,LL040935,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Bwangu,NS300936,Health Post,Government,-16.76255,35.04739,South East Zone,Functional
Misanjo,MU210937,Health Post,Christian Health Association of Malawi (CHAM),-16.0882744,35.4762189,South West Zone,Functional
Misolo,MG200938,Dispensary,Private,NA,NA,South West Zone,Functional
Misomali Health Centre,CK270939,Health Centre,Christian Health Association of Malawi (CHAM),-16.03775,34.5372,South East Zone,Functional
Cooperative,CP060940,Hospital,Other,NA,NA,North Zone,Functional
Misuku,CP060941,Health Centre,Government,-9.67977,33.52076,North Zone,Functional
Mitengo Health Centre,TH310942,Health Centre,Christian Health Association of Malawi (CHAM),-16.11123,35.24591,South East Zone,Functional
Mitondo,CK270943,Health Post,Government,-16.26884,35.05789,South East Zone,Non-functional
Mitondo,ZA230944,Dispensary,Private,-15.5261,35.48619,South West Zone,Functional
Mitundu,LL040945,Hospital,Government,-14.24776,33.77465,Centrals West Zone,Functional
Mjini,DE030946,Health Centre,Government,-14.044388,34.238785,Centrals West Zone,Functional
Mkanda,MC010947,Health Centre,Government,-13.5146,32.96085,Centrals West Zone,Functional
Mkango,NS300948,Clinic,Government,-16.82472,35.30408,South East Zone,Non-functional
Mphatso,LL040949,Clinic,Private,-14.03877,33.71063,Centrals West Zone,Non-functional
Mkhota,KU070950,Health Centre,Government,-13.56651,33.34348,Central East Zone,Functional
Mkhuzi,NT080951,Health Centre,Government,-13.3665599,33.7767254,Central East Zone,Functional
Mkhwayi,PH220952,Health Centre,Government,-15.61457,35.62787,South West Zone,Functional
Chisomo Pvt Clinic,NK100953,Clinic,Private,-12.50588,34.11234,Central East Zone,Functional
Mkoma,MZ160954,Health Centre,Government,-12.61235,33.7824,North Zone,Functional
Mkoma Kamanga Private Clinic,MG200955,Clinic,Private,-14.08,34.92,South West Zone,Non-functional
Nkomaula health centre,MU210956,Health Centre,Government,-15.7211,35.36672,South West Zone,Functional
Mkumba,MG200957,Clinic,Government,-14.5946,35.52517,South West Zone,Non-functional
L and A,BT240958,Clinic,Private,-15.77528,35.04706,South East Zone,Functional
Mkwepere,MC190959,Health Centre,Government,-14.60286,35.63635,South West Zone,Functional
Mkwinda,LL040960,Health Post,Government,-14.177537,33.748205,Centrals West Zone,Functional
Mlale,LL040961,Hospital,Christian Health Association of Malawi (CHAM),-14.23011,33.75658,Centrals West Zone,Functional
Mlambe,BT240962,Hospital,Christian Health Association of Malawi (CHAM),-15.64466,35.01733,South East Zone,Functional
Mlanda,NT120963,Health Centre,Christian Health Association of Malawi (CHAM),-14.47886,34.45988,Centrals West Zone,Functional
Mlangali,DE030964,Health Centre,Government,-14.41322,34.27274,Centrals West Zone,Functional
Mlangeni,NT120965,Clinic,Government,-14.67662,34.53672,Centrals West Zone,Functional
Mlare,KA150966,Health Centre,Government,-10.173157,34.0358777,North Zone,Functional
Mulembe,CP060967,Health Centre,Government,-10.061782,33.377912,North Zone,Functional
Mlodza Seventhday Clinic,LL040968,Clinic,Christian Health Association of Malawi (CHAM),-14.007222,33.8175,Centrals West Zone,Functional
Mlolera clinic,LL040969,Clinic,Private,-13.95102,33.76703,Centrals West Zone,Non-functional
Mlolo,NS300970,Health Post,Government,-16.41959,35.1525,South East Zone,Functional
Mlomba,MC190971,Dispensary,Government,-15.01903,35.47708,South West Zone,Functional
Mlowe,RU140972,Health Centre,Christian Health Association of Malawi (CHAM),-10.76429,34.19488,North Zone,Functional
Muluma,NT120973,Dispensary,Christian Health Association of Malawi (CHAM),-14.71894,34.6355,Centrals West Zone,Functional
Mndinda,NT080974,Health Centre,Government,-13.2474,34.05675,Central East Zone,Functional
Ngwangwa,LL040975,Health Post,Government,-13.842277,33.684124,Centrals West Zone,Functional
Mnyanja,KU070976,Health Centre,Government,-12.722316,33.485857,Central East Zone,Functional
Ministry of Health Clinic,LL040977,Clinic,Government,-13.94628,33.78859,Centrals West Zone,Non-functional
Molere,TH310978,Health Centre,Christian Health Association of Malawi (CHAM),-16.21758,35.13552,South East Zone,Functional
Molipa,MC190979,Health Post,Government,-15.051421,35.390936,South West Zone,Functional
Mondwe,DA020980,Health Post,Government,-13.49199,33.443872,Central East Zone,Functional
Monekera,BT240981,Clinic,Private,-15.835334,35.008318,South East Zone,Functional
Monkey bay Community Hospital,MG200982,Hospital,Government,-14.0846593,34.9107539,South West Zone,Functional
MOTAL-ENGIL 301CLINIC,MW280983,Dispensary,Government,-15.92823,35.07786,South East Zone,Non-functional
Mota - Engil Zalewa Clinic,NE290984,Clinic,Other,-15.41426,34.82429,South East Zone,Non-functional
Mota-Engil Liwonde Clinic,MC190985,Dispensary,Private,NA,NA,South West Zone,Functional
Moyale,MZ160986,Health Centre,Government,-11.4597562,34.0383107,North Zone,Functional
Moyo,BT240987,Clinic,Private,-15.65374,35.02013,South East Zone,Functional
Moyo Uwemi,MZ160988,Clinic,Private,-12.36,33.55,North Zone,Non-functional
kwa Gunde,MU210989,Health Centre,Government,-16.1439048,35.5250625,South West Zone,Functional
Mpale,CP060990,Clinic,Private,-10.1869,33.54168,North Zone,Functional
Mpamantha,NK100991,Health Centre,Government,-13.06926,34.25224,Central East Zone,Functional
Mpamba,KB050992,Health Centre,Government,-11.54697,34.19727,North Zone,Functional
Mpasa,PH220993,Health Centre,Government,-15.7578844,35.611432,South West Zone,Functional
Mpasadzi,KU070994,Health Centre,Government,-12.583194,33.381861,Central East Zone,Functional
Mpata,KA150995,Health Centre,Government,-9.96062,33.81525,North Zone,Functional
MPC Bwaila ART Clinic Health,LL040996,Dispensary,Government,NA,NA,Centrals West Zone,Functional
Mpemba,CP060997,Health Post,Government,-10.134558,33.521683,North Zone,Functional
Mpemba,BT240998,Health Centre,Government,-15.87385,34.9523,South East Zone,Functional
Mpepa,KU070999,Clinic,Government,-12.621965,33.326557,Central East Zone,Non-functional
Mphate,CK271000,Clinic,Private,-16.0416555,34.7937221,South East Zone,Non-functional
Mphathi,DE031001,Health Centre,Government,-14.45516,34.07683,Centrals West Zone,Functional
Mdwah ccclinic,BT241002,Clinic,Private,NA,NA,South East Zone,Functional
Mphepozinayi,NT121003,Dispensary,Government,-14.73586,34.66115,Centrals West Zone,Functional
Mpherembe,MZ161004,Health Centre,Government,-11.28806,33.61431,North Zone,Functional
Mpherere,NT081005,Clinic,Mission/Faith-based (other than CHAM),NA,NA,Central East Zone,Non-functional
Mphofwa,MZ161006,Health Post,Government,-11.680054,33.620114,North Zone,Functional
Mphompha,RU141007,Health Centre,Government,-11.00662,34.07305,North Zone,Functional
Mphunzi,DE031008,Health Centre,Christian Health Association of Malawi (CHAM),-14.37933,34.17539,Centrals West Zone,Functional
Mpingo Maternity,BT241009,Health Centre,Government,-15,33,South East Zone,Functional
Mpiri,MC191010,Health Centre,Christian Health Association of Malawi (CHAM),-14.7721997,35.606633,South West Zone,Functional
Tchetsa,DE031011,Health Post,Government,-13.985608,34.306285,Centrals West Zone,Non-functional
Mpondasi,MG201012,Clinic,Christian Health Association of Malawi (CHAM),-14.45347,35.24387,South West Zone,Non-functional
Mponela,DA021013,Hospital,Government,-13.53264,33.73713,Central East Zone,Functional
Mposa,MC191014,Health Centre,Christian Health Association of Malawi (CHAM),-15.14906,35.51849,South West Zone,Functional
Msakambewa,DA021015,Health Centre,Government,-13.55296,33.89719,Central East Zone,Functional
Daeyang,LL041016,Health Centre,Christian Health Association of Malawi (CHAM),-13.78,33.91,Centrals West Zone,Functional
Nselema,MC191017,Clinic,Mission/Faith-based (other than CHAM),-14.72,35.55,South West Zone,Non-functional
Msenjere,NK101018,Health Centre,Government,-12.7324996,34.1705763,Central East Zone,Functional
Msese,MZ161019,Health Centre,Government,-12.36,33.74,North Zone,Functional
msithe,MU211020,Health Post,Christian Health Association of Malawi (CHAM),-16.0026202,35.413573,South West Zone,Functional
Msumbe,CP061021,Health Centre,Christian Health Association of Malawi (CHAM),-9.75123,33.67563,North Zone,Functional
Mt Soche,BT241022,Health Centre,Private,NA,NA,South East Zone,Functional
Mtakataka,DE031023,Health Centre,Government,-14.22745,34.51474,Centrals West Zone,Functional
mtambalika,DA021024,Health Post,Government,-13.277929,33.597239,Central East Zone,Non-functional
Mtambo,MC191025,Dispensary,Private,NA,NA,South West Zone,Functional
Mtanga,MC011026,Health Post,Government,-13.923819,33.26125,Centrals West Zone,Non-functional
Mtanga Private,LL041027,Dispensary,Private,NA,NA,Centrals West Zone,Functional
Mtemwende,DE031028,Health Post,Government,-14.151969,34.264936,Centrals West Zone,Non-functional
Mtende,MZ161029,Health Centre,Government,-11.49724,33.54894,North Zone,Functional
Mtendere Community Hospital,DE031030,Clinic,Christian Health Association of Malawi (CHAM),-14.32271,34.09373,Centrals West Zone,Functional
Mtendere,KU071031,Clinic,Private,-13.046124,33.49675,Central East Zone,Non-functional
Mtengoumodzi,BT241032,Hospital,Private,-15.7245,35.01637,South East Zone,Functional
Mtengowanthenga Dream Project,DA021033,Clinic,Non-Government,-13.671048,33.776073,Central East Zone,Functional
Mtenthela,LL041034,Health Centre,Government,-14.10884,34.00567,Centrals West Zone,Functional
Mtengowanthenga,DA021035,Hospital,Christian Health Association of Malawi (CHAM),-13.67165,33.77623,Central East Zone,Functional
Mtimabi,MG201036,Health Centre,Government,-14.6110653,35.0826738,South West Zone,Functional
Ntonda,NT121037,Health Centre,Christian Health Association of Malawi (CHAM),-15.02,34.75144,Centrals West Zone,Functional
Mtosa,NK101038,Health Centre,Government,-13.43876,34.27365,Central East Zone,Functional
Mtunthama,KU071039,Health Centre,Mission/Faith-based (other than CHAM),-13.03145,33.68209,Central East Zone,Functional
Mtwalo,MZ161040,Health Centre,Government,-11.39671,33.74591,North Zone,Functional
Mua Mission hospital,DE031041,Hospital,Christian Health Association of Malawi (CHAM),-14.28307,34.50972,Centrals West Zone,Functional
Muchila,SA091042,Dispensary,Private,-13.77774,34.43803,Central East Zone,Functional
Mufelanji Clinic,NE291043,Dispensary,Private,-15.36514,34.65447,South East Zone,Non-functional
Banja la mtsogolo,MU211044,Clinic,Non-Government,-16.01418,35.49317,South West Zone,Non-functional
Mulanje Hospital,MU211045,Hospital,Government,-16.02549,35.50785,South West Zone,Functional
ku Ulongwe,MU211046,Hospital,Christian Health Association of Malawi (CHAM),-16.0208672,35.4646005,South West Zone,Functional
Mulibwanji Community Hospital,MG201047,Hospital,Christian Health Association of Malawi (CHAM),-14.5115273,35.5880048,South West Zone,Functional
Mulomba,MU211048,Health Centre,Government,-15.76535,35.51182,South West Zone,Functional
Muloza,MU211049,Health Centre,Government,-16.08016,35.71573,South West Zone,Functional
Muluma,NT121050,Clinic,Mission/Faith-based (other than CHAM),-15.752,35.8193,Centrals West Zone,Non-functional
Mulungu Alinafe Clinic,MU211051,Dispensary,Private,-15.856828,35.815601,South West Zone,Functional
Mulungu Alinafe,PH221052,Dispensary,Private,-15.85719,35.81552,South West Zone,Functional
"Mumbwe,Mzuzu",MZ161053,Hospital,Private,-11.4610291,34.0260232,North Zone,Functional
Mungomo,MC191054,Clinic,Mission/Faith-based (other than CHAM),-14.72,35.55,South West Zone,Non-functional
"Munthali Ndalakwanji, N, Pra",BT241055,Clinic,Private,-15.72915,35.05581,South East Zone,Functional
Joyce Munthali Private Hospital,BT241056,Hospital,Private,-15.8044,35.0082,South East Zone,Functional
Muopo Private Clinic,BT241057,Clinic,Private,-15.83,35.09,South East Zone,Functional
Chifundo,LL041058,Clinic,Private,-13.98105,33.80223,Centrals West Zone,Non-functional
Muyendebwino,MW281059,Clinic,Non-Government,-15.57835,34.47736,South East Zone,Non-functional
Mvera Army,DA021060,Health Centre,Government,-13.77963,34.1398,Central East Zone,Functional
Mvera mission,DA021061,Health Centre,Christian Health Association of Malawi (CHAM),-13.73673,34.12876,Central East Zone,Functional
Mwachila private clinic,BT241062,Clinic,Private,-15.65548,35.02158,South East Zone,Functional
Mwai Medical Pvt Clinic,BT241063,Clinic,Private,-15.82,35.01,South East Zone,Functional
Mwai medical clinic,BT241064,Clinic,Private,-15.817263,35.013087,South East Zone,Functional
Proff Mbvundula,BT241065,Clinic,Private,-15.81191,35.04788,South East Zone,Functional
Mwaiwathu Clinic,BT241066,Clinic,Mission/Faith-based (other than CHAM),NA,NA,South East Zone,Functional
Mwaiwathu,BT241067,Hospital,Private,-15.78547,35.01691,South East Zone,Functional
Mwalanthunzi,TH311068,Clinic,Other,-16.06408,35.106607,South East Zone,Non-functional
Yankho,LL041069,Clinic,Private,-14.25007,33.7767,Centrals West Zone,Non-functional
Banja Clinic,BT241070,Clinic,Other,-15.762,34.9797,South East Zone,Functional
Mwanawanjovu,CK271071,Clinic,Government,-16.515473,35.029718,South East Zone,Functional
Mwanayaya,CK271072,Health Post,Government,-16.164028,34.940736,South East Zone,Non-functional
Mwandama,ZA231073,Health Centre,Government,-15.49803,35.18803,South West Zone,Functional
Mwanga,PH221074,Health Centre,Christian Health Association of Malawi (CHAM),-15.64601,35.532758,South West Zone,Functional
Mwangala,DA021075,Health Centre,Government,-13.487476,33.92326,Central East Zone,Functional
DAPP,CR261076,Health Post,Government,-15.657096,35.200483,South East Zone,Non-functional
Mwasambo,NK101077,Health Centre,Government,-13.3066933,34.118526,Central East Zone,Functional
Mwansambo Private Clinic,NK101078,Clinic,Private,-13.227,34.297332,Central East Zone,Functional
Banja la mtsogolo,MW281079,Clinic,Non-Government,-15.59747,34.51505,South East Zone,Functional
Mwanza,CK271080,Clinic,Mission/Faith-based (other than CHAM),-15.5991687,34.5171667,South East Zone,Non-functional
Mwanza District Hospital,MW281081,District Hospital,Government,-15.59118,34.50998,South East Zone,Functional
Mwase,MC011082,Clinic,Government,-13.474622,32.859528,Centrals West Zone,Non-functional
Chiunda Clinic,MG201083,Health Post,Government,-14.755091,35.112111,South West Zone,Functional
Mwatitha,KU071084,Clinic,Private,-13.43552,33.3898,Central East Zone,Non-functional
Mwaya,KB051085,Dispensary,Government,-11.97658,34.07603,North Zone,Functional
Mwayi,LL041086,Dispensary,Private,NA,NA,Centrals West Zone,Functional
mwazisi,RU141087,Health Centre,Government,-10.94356,33.5792,North Zone,Functional
Mwenyekonde,LL041088,Dispensary,Private,-14.00775,33.81726,Centrals West Zone,Non-functional
Mwima,BK171089,Health Centre,Government,-14.92967,35.18498,South West Zone,Functional
Mzalangwe,MZ161090,Health Centre,Government,-11.61228,33.5651,North Zone,Functional
Mzama,NT121091,Health Centre,Christian Health Association of Malawi (CHAM),-14.89375,34.58597,Centrals West Zone,Functional
Mission,MZ161092,Hospital,Christian Health Association of Malawi (CHAM),-11.4276539,33.450285,North Zone,Functional
Mzandu,NT081093,Health Centre,Government,-13.48916,34.02738,Central East Zone,Functional
Mzenga,KB051094,Health Centre,Government,-11.73249,34.07401,North Zone,Functional
Ku Boma,MZ161095,District Hospital,Government,-11.89805,33.58421,North Zone,Functional
Prison,MZ161096,Clinic,Government,-11.9107,33.58414,North Zone,Non-functional
Mzokoto,RU141097,Health Centre,Government,-10.90777,34.02735,North Zone,Functional
Central,MZ161098,Central Hospital,Government,-11.4235559,33.9943344,North Zone,Functional
Prison,MZ161099,Clinic,Government,-11.46474,34.01991,North Zone,Functional
Mapale,MZ161100,Health Centre,Government,-11.4617887,34.0151188,North Zone,Functional
Police,MZ161101,Dispensary,Government,-11.46211,34.02489,North Zone,Functional
Mzuzu Sobo Clinic,MZ161102,Clinic,Private,-11.41853,34.00645,North Zone,Non-functional
Mzuni,MZ161103,Clinic,Private,-11.4222522,33.9958708,North Zone,Functional
Naching'anda,CP061104,Health Post,Government,-9.684917,33.418491,North Zone,Functional
Nachipananga off Nthalire road to the west,CP061105,Health Post,Government,-9.872516,33.381377,North Zone,Functional
Chopi,ZA231106,Health Centre,Government,-15.35785,35.3849,South West Zone,Functional
Nakalanzi H/C,DE031107,Health Centre,Christian Health Association of Malawi (CHAM),-14.20233,34.54819,Centrals West Zone,Functional
Nalunga,DA021108,Health Centre,Government,-13.64378,34.0567,Central East Zone,Functional
Namadidi,ZA231109,Health Centre,Government,-15.41079,35.24736,South West Zone,Functional
Namadzi,CR261110,Health Centre,Government,-15.54663,35.18761,South East Zone,Functional
Njoka,CR261111,Hospital,Private,-15.5494,35.18197,South East Zone,Non-functional
Namakhwa,CR261112,Clinic,Private,-15.83562,35.11578,South East Zone,Non-functional
Namalaka,MG201113,Clinic,Christian Health Association of Malawi (CHAM),-14.1236333,35.1929633,South West Zone,Functional
Namalitha,ZA231114,Dispensary,Aquaid Lifeline,-15.430886,35.490891,South West Zone,Functional
Mission,MC191115,Health Centre,Christian Health Association of Malawi (CHAM),-14.88211,35.48324,South West Zone,Functional
Namanja,MC191116,Health Centre,Government,-14.9646301,35.6793543,South West Zone,Functional
Namanolo,BK171117,Health Centre,Government,-15.00071,35.19004,South West Zone,Functional
Namasalima,MU211118,Health Centre,Christian Health Association of Malawi (CHAM),-15.80407,35.3491,South West Zone,Functional
Namasalima,ZA231119,Health Centre,Government,-15.23142,35.48876,South West Zone,Functional
Nambazo,PH221120,Health Centre,Government,-15.5566963,35.8193749,South West Zone,Functional
Nambira health post,BK171121,Health Post,Government,-14.80259,35.06411,South West Zone,Functional
Nambiti,PH221122,Health Post,Government,-15.802794,35.763953,South West Zone,Functional
Namboya Felix,BT241123,Clinic,Private,-15.81381,35.0612,South East Zone,Functional
Nambuma,LL041124,Health Centre,Christian Health Association of Malawi (CHAM),-13.72409,33.55789,Centrals West Zone,Functional
Nandumbo,BK171125,Health Centre,Government,-14.85169,35.22552,South West Zone,Functional
Namikango,ZA231126,Clinic,Christian Health Association of Malawi (CHAM),-15.47723,35.24056,South West Zone,Functional
Namikoko,BT241127,Health Centre,Government,-15.486510000000001,35.07379,South East Zone,Functional
Namingomba,TH311128,Dispensary,Private,-16.04009,35.08996,South East Zone,Functional
Namisu,NT121129,Dispensary,Government,-15.08352,34.78138,Centrals West Zone,Non-functional
Namitambo,CR261130,Health Centre,Government,-15.7106126,35.1741967,South East Zone,Functional
Namizana,MC011131,Dispensary,Government,-14.00195,33.2463,Centrals West Zone,Functional
Namphungo,MU211132,Health Centre,Government,-15.80407,35.3491,South West Zone,Functional
namulenga health centre,MU211133,Health Centre,Christian Health Association of Malawi (CHAM),-15.86563,35.32718,South West Zone,Functional
Namwera,MG201134,Hospital,Government,-14.3637,35.50221,South West Zone,Functional
Namwera Private Clinic,MG201135,Clinic,Private,-14.36,35.48,South West Zone,Non-functional
Namcholi,MG201136,Dispensary,Government,-14.4783763,35.5870485,South West Zone,Functional
Nangalamu,MG201137,Health Centre,Government,-14.6110653,35.0826738,South West Zone,Functional
Nankhwali,MG201138,Health Centre,Government,-15.614421,35.6281461,South West Zone,Functional
Nankumba,MG201139,Health Centre,Government,-14.36521,34.82361,South West Zone,Functional
Nasawa,ZA231140,Health Centre,Government,-15.6023,35.25956,South West Zone,Functional
Nansenga,MG201141,Clinic,Mission/Faith-based (other than CHAM),NA,NA,South West Zone,Non-functional
Naperi,BT241142,Health Centre,Private,NA,NA,South East Zone,Functional
Naphimba Health Centre,MU211143,Health Centre,Government,-16.045639,35.445462,South West Zone,Functional
Naso,NK101144,Clinic,Private,-12.92739,34.28465,Central East Zone,Functional
Nasonia Dispensary,TH311145,Clinic,Private,-16.02475,35.1565,South East Zone,Non-functional
Nàthenje,LL041146,Health Centre,Government,-14.08504,33.90823,Centrals West Zone,Functional
NRC clinic,LL041147,Clinic,Parastatal,-14.02247,33.67422,Centrals West Zone,Functional
Nayinunje,MC191148,Health Centre,Government,-14.7406,35.56503,South West Zone,Functional
Nayuchi,MC191149,Health Centre,Government,-14.97585,35.86726,South West Zone,Functional
Gogo Nazombe,PH221150,Health Centre,Government,-15.7525616,35.7777647,South West Zone,Functional
Ndagha Private Clinic,MG201151,Clinic,Private,-14.48,35.25,South West Zone,Non-functional
ndakwera health centre,CK271152,Health Centre,Government,-16.22357,34.68896,South East Zone,Functional
Ndamera,NS301153,Health Centre,Government,-17.09569,35.21902,South East Zone,Functional
Ndau Clinic,ZA231154,Dispensary,Private,-15.4533752,35.2830107,South West Zone,Functional
Ndaula,LL041155,Health Centre,Government,-14.1385,33.50757,Centrals West Zone,Functional
Ndimoyo,SA091156,Clinic,Non-Government,-13.78274,34.45888,Central East Zone,Functional
BLM Ndirande clinic,BT241157,Clinic,Non-Government,-15.77364,35.03081,South East Zone,Functional
Ndirande,BT241158,Health Centre,Government,-15.7781,35.03946,South East Zone,Functional
Ndunde,CR261159,Health Centre,Government,-15.69615,35.23355,South East Zone,Functional
Neno District Hospital,NE291160,District Hospital,Government,-15.39524,34.65349,South East Zone,Functional
Neno Parish Health Center,NE291161,Health Centre,Christian Health Association of Malawi (CHAM),-15.43701,34.60843,South East Zone,Functional
new State house,LL041162,Unclassified,Government,-13.96051,33.85089,Centrals West Zone,Functional
Newa Health Centre,KU071163,Health Centre,Mission/Faith-based (other than CHAM),-12.58333,33.38174,Central East Zone,Non-functional
Newts Medicare Private clinic,NS301164,Clinic,Private,-16.929706,35.257962,South East Zone,Non-functional
Ng'onga,RU141165,Health Centre,Government,-10.93922,33.94348,North Zone,Functional
Ngabu BLM,CK271166,Clinic,Non-Government,-16.46679,34.87297,South East Zone,Non-functional
Ngabu,CK271167,Hospital,Government,-16.45928,34.89253,South East Zone,Functional
Ngabu Sda Health Centre,CK271168,Health Centre,Christian Health Association of Malawi (CHAM),-16.46516,34.87901,South East Zone,Functional
Ngala,NK101169,Health Centre,Government,-12.36529,34.06552,Central East Zone,Functional
Ngatala,MG201170,Health Post,Government,-14.65773,35.07712,South West Zone,Functional
Ngana,KA151171,Health Centre,Government,-9.62021,33.69891,North Zone,Functional
Ngapani,MG201172,Health Centre,Other,-14.0296,35.33773,South West Zone,Functional
Ngara,KA151173,Health Post,Government,-10.225176,34.10207,North Zone,Functional
Ngatala,MG201174,Health Post,Government,-14.657656,35.077156,South West Zone,Functional
Ngisi,KA151175,Clinic,Government,-9.595399,33.7218983,North Zone,Functional
Kwa Bishop,SA091176,Health Centre,Christian Health Association of Malawi (CHAM),-14.08926,34.50896,Central East Zone,Functional
Ngokwe,MC191177,Health Centre,Government,-14.7067782,35.8015545,South West Zone,Functional
Ngolowera,MU211178,Health Post,Christian Health Association of Malawi (CHAM),-16.0456627,35.4452708,South West Zone,Functional
Chidalanda,LL041179,Health Centre,Government,-13.77509,33.64018,Centrals West Zone,Functional
Ngotangota,ZA231180,Health Post,Government,-15.295999,35.82282,South West Zone,Functional
Ngoya,CP061181,Clinic,Government,-9.617792,33.293329,North Zone,Non-functional
Ngwelero,ZA231182,Clinic,Government,-15.66645,35.42718,South West Zone,Functional
Ngwira W. - Limbe,BT241183,Clinic,Mission/Faith-based (other than CHAM),NA,NA,South East Zone,Functional
Nice Private,MC191184,Clinic,Private,-15.06796,35.2282,South West Zone,Non-functional
Njerenje,BK171185,Clinic,Government,NA,NA,South West Zone,Functional
Njuli Quary,CR261186,Clinic,Government,-15.7064356,35.116452,South East Zone,Non-functional
Njuyu,MZ161187,Health Centre,Government,-11.52455,33.69953,North Zone,Functional
Nkalo,CR261188,Health Centre,Government,-15.97065,35.30997,South East Zone,Functional
Nkasala,ZA231189,Health Centre,Christian Health Association of Malawi (CHAM),-15.32778,35.21661,South West Zone,Functional
Nkhalango,LL041190,Clinic,Private,-14.01291,33.70483,Centrals West Zone,Functional
Nkhamenya,KU071191,Hospital,Christian Health Association of Malawi (CHAM),-12.56606,33.50098,Central East Zone,Functional
Nkhande,NS301192,Dispensary,Government,-17.11489,35.15688,South East Zone,Functional
Mkondezi,KB051193,District Hospital,Government,-11.60159,34.29872,North Zone,Functional
Nkhatabay private clinic,KB051194,Clinic,Private,-11.60663,34.29549,North Zone,Functional
Nkhataombere,TH311195,Health Post,Government,-16.323986,35.264013,South East Zone,Functional
Mkhate,CK271196,Health Post,Government,-16.1467,34.95886,South East Zone,Non-functional
Nkhoma,LL041197,Hospital,Christian Health Association of Malawi (CHAM),-14.04389,34.1036,Centrals West Zone,Functional
Nkhoma Private Clinic,TH311198,Clinic,Private,-16.07,35.14,South East Zone,Non-functional
Nkhomboli,RU141199,Health Post,Government,-10.775985,34.039194,North Zone,Functional
Nkholongo,MZ161200,Health Centre,Christian Health Association of Malawi (CHAM),-11.3901,33.98514,North Zone,Functional
Banja la mtsogolo,NK101201,Clinic,Private,-12.92429,34.28346,Central East Zone,Functional
Nkhotakota,NK101202,District Hospital,Government,-12.92508,34.27939,Central East Zone,Functional
Nkhulambe,PH221203,Health Centre,Government,-15.85977618,35.751342,South West Zone,Functional
Nkhunga,NK101204,Health Centre,Government,-12.48023,34.10842,Central East Zone,Functional
Khuyukuyu,MZ161205,Health Centre,Government,-11.22183,33.91461,North Zone,Functional
Nkhwazi,MC011206,Health Centre,Government,-13.92369,33.22672,Centrals West Zone,Functional
Nkombedzi Health Centre,CK271207,Health Centre,Government,-16.47944,34.72431,South East Zone,Functional
Nkope,MG201208,Health Centre,Christian Health Association of Malawi (CHAM),-14.211004,35.032449,South West Zone,Functional
Nkula,NE291209,Clinic,Private,-15.52193,34.82512,South East Zone,Functional
Nkumaniza,CK271210,Health Centre,Government,-16.47944,34.72431,South East Zone,Functional
Nkuriza,KU071211,Clinic,Private,-12.92741,33.79628,Central East Zone,Non-functional
Nsabwe Health Centre,TH311212,Health Post,Government,-16.043512,34.952745,South East Zone,Functional
Nsaru,LL041213,Health Centre,Government,-13.8855,33.5043,Centrals West Zone,Functional
Nsambe health centre,NE291214,Health Centre,Christian Health Association of Malawi (CHAM),-15.26135,34.6135,South East Zone,Functional
Mission,MC191215,Health Centre,Christian Health Association of Malawi (CHAM),-14.99491,35.49477,South West Zone,Functional
Nsanje,NS301216,District Hospital,Government,-16.91794,35.26001,South East Zone,Functional
Nsanje Private Clinic,NS301217,Clinic,Private,-16.93,35.26,South East Zone,Non-functional
Nsipe,NT121218,Health Centre,Christian Health Association of Malawi (CHAM),-14.86434,34.75233,Centrals West Zone,Functional
Nsiyaludzu,NT121219,Health Centre,Government,-14.93648,34.87425,Centrals West Zone,Functional
Nsomo,CK271220,Health Post,Government,-16.036946,34.72376,South East Zone,Functional
Nsuwadzi,MU211221,Dispensary,Private,-16.084325,35.677584,South West Zone,Non-functional
Ntaja,MC191222,Health Centre,Government,-14.86828,35.52911,South West Zone,Functional
Mtakataka,DE031223,Health Centre,Government,-14.22581,34.51119,Centrals West Zone,Functional
Ntata Anthony Clinic,ZA231224,Clinic,Private,-15.38929,35.32056,South West Zone,Functional
Ntcheu District Hospital,NT121225,District Hospital,Government,-14.817077,34.6382088,Centrals West Zone,Functional
Ntchisi,NT081226,District Hospital,Government,-13.36345,33.91061,Central East Zone,Functional
Ntepa,KU071227,Health Centre,Government,-12.62202,33.32681,Central East Zone,Non-functional
Nthalire,CP061228,Health Centre,Government,-10.34894,33.64394,North Zone,Functional
Nthenje,RU141229,Health Centre,Christian Health Association of Malawi (CHAM),-10.91788,33.98786,North Zone,Functional
