facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
nour,120912-1,Dispensary,Private,-5.09389,39.09361,Tanga,Operating
BAKWATA,100280-7,Dispensary,Private,-5.07968,39.10202,Tanga,Operating
ROSHA,113220-8,Health Laboratory,Private,-5.05793,39.05573,Tanga,Operating
SIHA,123392-3,Clinic,Private,NA,NA,Tanga,Operating
KISOSORA,103135-0,Dispensary,Public,-5.07076,39.08184,Tanga,Operating
Life Care,121734-8,Health Laboratory,Private,-5.1243,39.01432,Tanga,Operating
RASHEED,107061-4,Dispensary,Private,-5.08115,39.09787,Tanga,Operating
KIBAFUTA,102568-3,Dispensary,Public,-5.00254,39.02122,Tanga,Operating
CHONGOLEANI,100882-0,Dispensary,Public,-5.00397,39.13461,Tanga,Operating
HEFSIBA,113221-6,Health Laboratory,Private,-5.07872,39.09466,Tanga,Operating
F.F.U,101117-0,Dispensary,Public,-5.08181,39.07235,Tanga,Operating
EDIPLUS,122662-0,Health Laboratory,Private,-5.12303,39.97381,Tanga,Operating
TANGA CEMENT,107303-0,Dispensary,Private,-5.11075,38.99511,Tanga,Operating
TUPA,123275-0,Health Laboratory,Private,-5.09673,39.12099,Tanga,Operating
MAFURIKO,103884-3,Health Center,Public,-5.05681,39.05651,Tanga,Operating
I & J,113236-4,Health Laboratory,Private,-5.09613,39.09534,Tanga,Operating
AMINA,111942-9,Dispensary,Private,-5.09369,39.0977,Tanga,Operating
TANGA CENTRAL,107744-5,Hospital,Private,-5.07961,39.1053,Tanga,Operating
MWAKEYE,122664-6,Health Laboratory,Private,-5.11416,39.08003,Tanga,Operating
UMOJA,111944-5,Dispensary,Private,-5.07359,39.10402,Tanga,Operating
ROSHA,122731-3,Dispensary,Private,-5.05626,39.05898,Tanga,Operating
BETHLEHEM,114532-5,Clinic,Private,-5.08288,39.10148,Tanga,Operating
DIGITAL,113237-2,Health Laboratory,Private,-5.1236,38.97381,Tanga,Operating
MAKI,122922-8,Dispensary,Private,-5.06493,39.29451,Tanga,Operating
PC,113227-3,Health Laboratory,Private,-5.10024,39.03996,Tanga,Operating
Mwangaza,113229-9,Health Laboratory,Private,-5.10506,39.10896,Tanga,Operating
TUMAINI,107912-8,Health Center,Private,-5.07139,39.08573,Tanga,Operating
TADI,113214-1,Health Laboratory,Private,-5.10131,39.10633,Tanga,Operating
DUGA,101032-1,Health Center,Public,-5.09815,39.08952,Tanga,Operating
City Optometry Clinic at City Dispensary,121627-4,Clinic,Private,-5.07871,39.10294,Tanga,Operating
KIGWE,113216-6,Health Laboratory,Private,-5.07302,39.11927,Tanga,Operating
Amati,122246-2,Health Laboratory,Private,-5.09048,39.12449,Tanga,Operating
FIRST GENIC,121703-3,Health Laboratory,Private,-5.10605,39.10266,Tanga,Operating
CITY,112921-2,Clinic,Private,NA,NA,Tanga,Operating
SHALOM DENTAL,114533-3,Clinic,Private,-5.07271,39.10091,Tanga,Operating
TIB,111943-7,Clinic,Private,-5.07875,39.09994,Tanga,Operating
KIRARE,103031-1,Dispensary,Public,-5.24811,39.02777,Tanga,Operating
VICTORY,122736-2,Health Laboratory,Private,-5.09901,39.08617,Tanga,Operating
MAPOJONI,104307-4,Dispensary,Public,-5.247573,38.966429,Tanga,Operating
PONGWE,107025-9,Health Center,Public,-5.133376,38.97556,Tanga,Operating
Lola,113240-6,Health Laboratory,Private,-5.13322,39.08682,Tanga,Operating
Amsterdam,107732-0,Dispensary,Private,-5.088497,39.110085,Tanga,Operating
TAMTA CHARITABLE,107733-8,Clinic,Private,-5.07483,39.10195,Tanga,Operating
BURHANI CHARTABLE,100009-0,Clinic,Private,-5.07611,39.10071,Tanga,Operating
PANDE,106961-6,Dispensary,Public,-5.053995,38.948792,Tanga,Operating
Shechambo,121695-1,Health Laboratory,Private,-5.10494,39.11953,Tanga,Operating
I Care,120478-3,Clinic,Private,-5.0833,39.09953,Tanga,Operating
KANGE,102322-5,Dispensary,Public,-5.09969,39.04266,Tanga,Operating
GENESIS MEDICAL,122654-7,Health Laboratory,Private,-5.07549,39.08758,Tanga,Operating
TANGA OPTICAL CENTRE,112934-5,Clinic,Private,-5.08163,39.11099,Tanga,Operating
MWAKIDILA,105829-6,Health Center,Public,-5.12676,39.08881,Tanga,Operating
SHECKY,122045-8,Health Laboratory,Private,-5.111438,39.092628,Tanga,Operating
TANGA,100405-0,Hospital,Public,-5.06535,39.11155,Tanga,Operating
MUFADDAL,105621-7,Dispensary,Private,-5.08118,39.10287,Tanga,Operating
FPCT TANGA OPTICAL,112928-7,Clinic,Private,NA,NA,Tanga,Operating
SAFI MEDICS,107225-5,Hospital,Private,-5.06786,39.10979,Tanga,Operating
TANGA CITY,108630-5,Hospital,Public,-5.115887,39.070198,Tanga,Operating
THE AGA KHAN,112120-1,Clinic,Private,-5.07866,39.09809,Tanga,Operating
KANGE JWTZ,102323-3,Dispensary,Public,-5.09686,39.01545,Tanga,Operating
NOOR OPTICS LIMITED,120591-3,Clinic,Private,-5.07158,39.10545,Tanga,Operating
Belladona,121701-7,Health Laboratory,Private,-5.11465,39.09228,Tanga,Operating
MWARONGO,105959-1,Dispensary,Public,-5.22613,39.08121,Tanga,Operating
NGAMIANI,106339-5,Health Center,Public,-5.07866,39.09653,Tanga,Operating
NGUVUMALI,106450-0,Dispensary,Public,-5.0788,39.08063,Tanga,Operating
KICHANGANI,102644-2,Dispensary,Public,-5.12245,39.01545,Tanga,Operating
SALAAM MEDICS,123313-9,Dispensary,Private,-5.09203,39.09631,Tanga,Operating
GILLAH,112932-9,Dispensary,Private,-508756,39.11358,Tanga,Operating
AL-MOHLEM,100092-6,Health Center,Private,-5.08303,39.11682,Tanga,Operating
TANGA CITY,113213-3,Health Laboratory,Private,-5.11679,39.07025,Tanga,Operating
MST SICKBAY,123225-5,Clinic,Private,-5.02307,39.12751,Tanga,Operating
MPIRANI,105379-2,Dispensary,Public,-4.987175,39.084238,Tanga,Operating
REIJA,123096-0,Health Laboratory,Private,NA,NA,Tanga,Operating
Zumbe,121696-9,Health Laboratory,Private,-5.10515,39.05453,Tanga,Operating
SIHA,114596-0,Clinic,Private,-5.07105,39.10096,Tanga,Operating
CITY,110347-2,Clinic,Private,-5.07879,39.10294,Tanga,Operating
MWANZANGE,111363-8,Dispensary,Public,NA,NA,Tanga,Operating
Mediplus,123219-8,Clinic,Private,NA,NA,Tanga,Operating
NOOR OPTICS,112929-5,Clinic,Private,-5.07158,39.10545,Tanga,Operating
KWANJEKANYOTA,113817-1,Dispensary,Public,NA,NA,Tanga,Operating
TONGONI,107863-3,Dispensary,Public,-5.21242,39.05972,Tanga,Operating
KANGE,113225-7,Health Laboratory,Private,-5.098164,39.040047,Tanga,Operating
MABOKWENI,103825-6,Dispensary,Public,-5.02674,39.05784,Tanga,Operating
ABIKO,123301-4,Health Laboratory,Private,-5.12439,39.05696,Tanga,Operating
MAKORORA,104130-0,Health Center,Public,-5.08269,39.10894,Tanga,Operating
BANDARI,100304-5,Dispensary,Public,-5.07008,39.10501,Tanga,Operating
MIKANJUNI,104897-4,Health Center,Public,-5.09531,39.10649,Tanga,Operating
MACHUI,103836-3,Dispensary,Public,-5.171862,39.089699,Tanga,Operating
MAGAONI,103908-0,Dispensary,Public,NA,NA,Tanga,Operating
KISIMATUI,122414-6,Dispensary,Public,-5.22419,39.03848,Tanga,Operating
ZANOFA,123506-8,Clinic,Private,-5.10652,39.03965,Tanga,Operating
MARUNGU,104365-2,Dispensary,Public,-5.21078,39.02662,Tanga,Operating
Mungure,113242-2,Health Laboratory,Private,-5.09592,39.10404,Tanga,Operating
ALWIDAD,123233-9,Dispensary,Private,-5.73665,38.58326,Tanga,Operating
APAN,113222-4,Health Laboratory,Private,-5.071397,39.093468,Tanga,Operating
MAWENI PRISON,104513-7,Dispensary,Public,-5.11476,39.01822,Tanga,Operating
CHUMBAGENI PRISON,100886-1,Dispensary,Public,-5.07223,39.09548,Tanga,Operating
DEPOT,100966-1,Dispensary,Public,-5.07247,39.09517,Tanga,Operating
JOFREDE,122705-7,Dispensary,Private,-4.07139,39.08573,Tanga,Operating
BESHA,100354-0,Hospital,Private,-5.10182,39.109,Tanga,Operating
PANDE JWTZ,106963-2,Dispensary,Public,-5.07167,38.98393,Tanga,Operating
Mtaita,121737-1,Health Laboratory,Private,-5.11681,39.04513,Tanga,Operating
BURHANI CHARITABLE,112920-4,Clinic,Private,-5.07152,39.0991,Tanga,Operating
SJJ,122949-1,Clinic,Private,NA,NA,Tanga,Operating
SHIZA,122454-2,Health Laboratory,Private,-5.10831,39.08373,Tanga,Operating
TS EYE CARE,112938-6,Clinic,Private,NA,NA,Tanga,Operating
KABUNGU,102146-8,Dispensary,Public,-6.30444,30.97492,Katavi,Operating
ITETEMYA,113019-4,Dispensary,Public,-6.78721,30.43802,Katavi,Operating
KAPANGA,122263-7,Dispensary,Public,-6.32127,30.70968,Katavi,Operating
IPWAGA,101841-5,Dispensary,Public,-5.6405,30.35635,Katavi,Operating
Majalila,104044-3,Dispensary,Public,-6.18651,30.98739,Katavi,Operating
KASEKESE,122153-0,Health Laboratory,Private,-6.55199,30.688606,Katavi,Operating
Ikola,101657-5,Dispensary,Public,-6.73947,30.40773,Katavi,Operating
GREEN APPLE,122942-6,Dispensary,Private,-6.19038,30.98825,Katavi,Operating
KIBO,122186-0,Health Laboratory,Private,-6.22422,30.982414,Katavi,Operating
KENGELE,123980-5,Dispensary,Private,-6.51391,30.73051,Katavi,Operating
KAMSANGA,115022-6,Dispensary,Public,-6.36714,30.90879,Katavi,Operating
KUSI,121778-5,Dispensary,Public,-5.49131,30.33311,Katavi,Operating
MPEMBE,122262-9,Dispensary,Public,-6.32127,30.70968,Katavi,Operating
MNYAGALA,115021-8,Health Center,Public,-6.39714,30.90911,Katavi,Operating
Bujombe,114728-9,Dispensary,Public,-6.38344,30.419558,Katavi,Operating
KIBO,102610-3,Dispensary,Public,-6.22424,30.98247,Katavi,Operating
MWESE,106012-8,Health Center,Public,-6.20302,30.32401,Katavi,Operating
IGALULA,121623-3,Dispensary,Public,-6.22425,30.98248,Katavi,Operating
IGAGALA,122264-5,Dispensary,Public,-6.22424,30.98247,Katavi,Operating
KAGUNGA,122261-1,Dispensary,Public,-6.55233,30.70968,Katavi,Operating
MCHANGANI,122610-9,Dispensary,Public,-6.75088,30.41217,Katavi,Operating
MIGEKA,124146-2,Dispensary,Private,-6.51391,30.73051,Katavi,Operating
Bulamata,100525-5,Dispensary,Public,-5.7282400000000004,30.56213,Katavi,Operating
LUGONESI,123340-2,Dispensary,Public,-6.19609,30.33004,Katavi,Operating
KAFISHA,112410-6,Dispensary,Public,-6.72828,30.45959,Katavi,Operating
KASINDE,112411-4,Dispensary,Public,-6.29778,30.91999,Katavi,Operating
MNYAMSOMPORA,122686-9,Health Laboratory,Private,-6.81475,30.48909,Katavi,Operating
Kapalamsenga,102355-5,Dispensary,Public,-6.81406,30.49082,Katavi,Operating
KALILANKULUKULU,102247-4,Dispensary,Public,-6.36715,30.93901,Katavi,Operating
ISUMBWE,101938-9,Dispensary,Public,-5.71272,30.50283,Katavi,Operating
KALILANKULUKULU- GEREZANI,122851-9,Dispensary,Public,-6.84075,31.46721,Katavi,Operating
ZABRON HEALTH,123012-7,Health Laboratory,Private,-6.57993,30.90783,Katavi,Operating
ISENGULE,111455-2,Dispensary,Public,-6.72725,30.39466,Katavi,Operating
KAREMA,102381-1,Health Center,Public,-6.81633,30.44368,Katavi,Operating
SIBWESA,107455-8,Dispensary,Public,-6.49603,30.74912,Katavi,Operating
KATUMA,102488-4,Dispensary,Public,-6.32127,30.70968,Katavi,Operating
MISHAMO,104974-1,Health Center,Public,-5.6141,30.48113,Katavi,Operating
TANGANYIKA,114004-5,Hospital,Public,-6.16555,30.97458,Katavi,Operating
DR ATTMAN KAREMA,102380-3,Dispensary,Private,-6.81981,30.44283,Katavi,Operating
BANANZENGO,122169-6,Dispensary,Private,-6.30419,30.609995,Katavi,Operating
PLASMA HEALTH,122739-6,Health Laboratory,Private,-6.48346,30.85421,Katavi,Operating
KAMJELA,112413-0,Dispensary,Public,-5.74673,30.56616,Katavi,Operating
ILANGU,101718-5,Dispensary,Public,-5.55947,30.37648,Katavi,Operating
ISENGA,101897-7,Dispensary,Public,-5.53721,30.58343,Katavi,Operating
ITUNYA,102019-7,Dispensary,Public,-6.84411,30.51716,Katavi,Operating
KASEKESE,102410-8,Health Center,Public,-6.55233,30.68803,Katavi,Operating
KAPEMBA,115024-2,Dispensary,Public,-5.53721,30.58446,Katavi,Operating
BUSONGOLA,100612-1,Dispensary,Public,-5.80329,30.59647,Katavi,Operating
MATAMANKWE,120821-4,Dispensary,Public,34.33953,1.22566,Mara,Operating
NYANUNGU,113800-7,Dispensary,Public,-1.40375,34.71104,Mara,Operating
SORONETA,120816-4,Dispensary,Public,-1.35541,34.44851,Mara,Operating
URAFIKI,121756-1,Dispensary,Private,-1.46631,34.52206,Mara,Operating
KITAGUTITI,103143-4,Dispensary,Public,-1.29669,34.5403,Mara,Operating
KOMARERA,123365-9,Dispensary,Public,-1.42819,34.45797,Mara,Operating
TOREZA,122233-0,Health Laboratory,Private,-1.393826,34.64657,Mara,Operating
BUMERA,100559-4,Dispensary,Public,-1.29125,34.29651,Mara,Operating
NYANGOTO,106774-3,Health Center,Public,-1.47,34.5235,Mara,Operating
EBENEZER.,122236-3,Health Laboratory,Private,-1.469874,34.52265,Mara,Operating
UDIZUNGWA,123717-1,Dispensary,Private,-1.46813,34.52371,Mara,Operating
KIMUSI,113801-5,Dispensary,Public,-1.35787,34.61746,Mara,Operating
KYORUBA,122393-2,Dispensary,Public,-1.32357,34.45174,Mara,Operating
BIKIRA MARIA MAMA WA TUMAINI,104378-5,Health Center,Private,-1.44744,34.69874,Mara,Operating
NYAMWIGURA,113933-6,Dispensary,Public,-1.37113,34.46389,Mara,Operating
KEWAMAMBA,122475-7,Dispensary,Public,-1.39733,34.34851,Mara,Operating
MAX,122939-2,Dispensary,Private,-1.46817,34.52374,Mara,Operating
NEEMA PRINMAT,111389-3,Dispensary,Private,-1.465981,34.51873,Mara,Operating
NYABISAGA,110797-8,Dispensary,Public,-1.27543,34.515091,Mara,Operating
NYAMWAGA HEALTH,123840-1,Health Laboratory,Private,-1.39588,34.57851,Mara,Operating
NYAMONGO,106743-8,Health Center,Public,-1.48633,34.5524,Mara,Operating
KEMBWI,120828-9,Dispensary,Public,34.24353,-1.42008,Mara,Operating
PEMBA,120823-0,Dispensary,Public,-1.27543,34.51509,Mara,Operating
NYANDAGE,123366-7,Dispensary,Public,-1.42927,34.47395,Mara,Operating
KOBORI,113940-1,Dispensary,Public,-1.39419,34.57756,Mara,Operating
MALIATANGA MWINUKA,123181-0,Clinic,Private,-1.25369,34.47654,Mara,Operating
IMMACULATE HEART SISTERS KITENGA,121084-8,Dispensary,Private,-1.277361,34.25007,Mara,Operating
KITAWASI,113943-5,Dispensary,Public,-1.46632,34.52216,Mara,Operating
KENYANGI,123367-5,Dispensary,Public,-1.29141,34.42858,Mara,Operating
NEEMA,112592-1,Maternity and Nursing Home,Private,-1.465851,34.5187,Mara,Operating
ITIRYO,113798-3,Dispensary,Public,-1.38935,34.68099,Mara,Operating
PEROZI PRINMAT,106991-3,Maternity Home,Private,-1.26452,34.4781,Mara,Operating
CHACHA WANDERA,113792-6,Dispensary,Private,-1.25548,34.47394,Mara,Operating
KOROTAMBE,120826-3,Dispensary,Public,34.283123,-1.125401,Mara,Operating
WILL'S MEMORIAL,101286-3,Health Center,Private,-1.255731,34.464031,Mara,Operating
DK,122229-8,Health Laboratory,Private,-1.462618,34.51972,Mara,Operating
MURIBA,105702-5,Health Center,Public,-1.39666,34.6431,Mara,Operating
KEMAMBO GROUP,113791-8,Dispensary,Private,-1.46351,34.5276,Mara,Operating
SIRARI,107497-0,Health Center,Public,-1.25216,34.47512,Mara,Operating
GREEN,114355-1,Health Laboratory,Private,-1.468253,34.523,Mara,Operating
NYANGOTO CADA,114848-5,Dispensary,Private,-1.46631001,34.52206001,Mara,Operating
BUNGURERE,100575-0,Dispensary,Public,-1.40164,34.6617,Mara,Operating
MATONGO,110973-5,Dispensary,Public,-1.465006,34.47989,Mara,Operating
TARIME DC,106751-1,Hospital,Public,-1.39433,34.5774,Mara,Operating
HUDUMA,112644-0,Maternity Home,Private,-1.24859,34.47765,Mara,Operating
ITANDURA,122391-6,Dispensary,Public,-1.43615,34.44931,Mara,Operating
NKEREGE,110970-1,Dispensary,Public,-1.439891,34.347069,Mara,Operating
NYAMERAMBARO,113944-3,Dispensary,Public,-1.464812,34.18667,Mara,Operating
GIBASO,101210-3,Dispensary,Public,-1.52891,34.6503,Mara,Operating
SURUBU,107684-3,Dispensary,Public,-1.4473,34.2276,Mara,Operating
ROZANA,107104-2,Dispensary,Private,-1.37613,34.4802,Mara,Operating
GENKURU,101199-8,Health Center,Public,-1.43573,34.6113,Mara,Operating
KUBITERERE,110796-0,Dispensary,Public,-1.225701,34.413225,Mara,Operating
MURITO,113790-0,Dispensary,Public,-1.52848,34.58349,Mara,Operating
KEWANJA,114816-2,Dispensary,Public,-1.3825,34.5335,Mara,Operating
NYAMOHONDA,123154-7,Dispensary,Public,-1.20641,34.43837,Mara,Operating
BOREGA A,113797-5,Dispensary,Public,-1.32048,34.58718,Mara,Operating
MTANA,105530-0,Dispensary,Public,-1.38471,34.28527,Mara,Operating
WEIGITA,120819-8,Dispensary,Public,34.38999,1.43661,Mara,Operating
NYARWANA,106813-9,Health Center,Public,-1.42075,34.4409,Mara,Operating
KANGARIANI,120824-8,Dispensary,Public,-1.27543,34.46799,Mara,Operating
MAGOMA,113934-4,Health Center,Public,-1.34872,34.47287,Mara,Operating
NYASARICHO,106819-6,Dispensary,Public,-1.31751,34.4658,Mara,Operating
KEBWEYE,114817-0,Dispensary,Public,-1.35731,34.5606,Mara,Operating
NTAGACHA,106593-7,Dispensary,Private,-1.35335,34.5998,Mara,Operating
ALPHA,100093-4,Maternity Home,Private,-1.25212,34.4751,Mara,Operating
PEROSE,123011-9,Health Laboratory,Private,-1.15521,34.28411,Mara,Operating
NYANTIRA,106791-7,Dispensary,Public,-1.355901,34.640767,Mara,Operating
MAGOTO,103987-4,Health Center,Public,-1.35732,34.5606,Mara,Operating
TURUGETI,123151-3,Dispensary,Public,-1.28479,34.43254,Mara,Operating
KEMAKORERE,123153-9,Dispensary,Public,-1.38071,34.45115,Mara,Operating
BISARWI,120820-6,Dispensary,Public,34.27384,1.4401,Mara,Operating
KIONGERA,102985-9,Dispensary,Public,-1.22789,34.3689,Mara,Operating
NYABITOCHO,122392-4,Dispensary,Public,-1.32042,34.54421,Mara,Operating
NYERERE,112574-9,Health Laboratory,Private,-1.427552,34.18899,Mara,Operating
NYANGOTO,120827-1,Dispensary,Public,-1.14501,34.50251,Mara,Operating
MUSEGE,120825-5,Dispensary,Public,34.527,-1.33353,Mara,Operating
NYERERE,120307-4,Dispensary,Private,NA,34.18909,Mara,Operating
KEBAGA,122822-0,Dispensary,Public,-1.38364,34.38462,Mara,Operating
KIBUMAYE,102625-1,Dispensary,Private,-1.37495,34.41807,Mara,Operating
MAKOA,112549-1,Health Laboratory,Private,-1.35412,34.36043,Mara,Operating
UFUNUO,122534-1,Clinic,Private,-1.33929,34.38001,Mara,Operating
MAFARASINI,114363-5,Health Laboratory,Private,-1.346503,34.36323,Mara,Operating
MUGINI,121393-3,Clinic,Private,-1.343982,34.38047,Mara,Operating
KENYAMANYORI,109914-2,Dispensary,Public,-1.38419,34.40572,Mara,Operating
HEAGTON,122944-2,Health Center,Private,-1.34726,34.38643,Mara,Operating
MAGENA,109917-5,Health Center,Public,-1.30953,34.40711,Mara,Operating
GAMASARA,101177-4,Dispensary,Public,-1.3487,34.34,Mara,Operating
KIBUMAYE,121437-8,Health Center,Public,-1.37198,34.41602,Mara,Operating
NKONGORE,112103-7,Dispensary,Public,-1.34541,34.43665,Mara,Operating
KIRINA,112547-5,Health Laboratory,Private,-1.34435,NA,Mara,Operating
Borega,122536-6,Dispensary,Private,NA,NA,Mara,Operating
MASURURA,122824-6,Dispensary,Public,-1.28091,34.36548,Mara,Operating
MAKONZO,107773-4,Dispensary,Private,-1.34204,34.38381,Mara,Operating
ABEL,122243-9,Health Laboratory,Private,-1.338827,34.37536,Mara,Operating
PRISON,109662-7,Dispensary,Public,-1.34846,34.37122,Mara,Operating
NYAMBUNA,123212-3,Clinic,Private,-1.34348,34.37938,Mara,Operating
SDA TARIME,107340-2,Dispensary,Private,-1.3435,34.3807,Mara,Operating
FEDA TRUST MEDICAL,123550-6,Health Laboratory,Private,-1.34121,34.37715,Mara,Operating
NYAGISESE,122823-8,Dispensary,Public,-1.31989,34.35195,Mara,Operating
BIKIRA MARIA WA MIUJIZA,100365-6,Dispensary,Private,-1.356191,34.344441,Mara,Operating
REBU,112558-2,Health Laboratory,Private,-1.34754,34.38607,Mara,Operating
TARIME,109895-3,Hospital,Public,-1.34656,34.36909,Mara,Operating
TATA KIBACHO,122653-9,Health Laboratory,Private,-1.35414,34.39074,Mara,Operating
MAX  MEDICAL,122962-4,Dispensary,Private,-1.38186,34.38727,Mara,Operating
MOGABIRI,122821-2,Dispensary,Public,-1.37823,34.43271,Mara,Operating
CHOMETE,122825-3,Dispensary,Public,-1.33498,34.38995,Mara,Operating
BENNY,112541-8,Health Laboratory,Private,-1.34158,34.37913,Mara,Operating
NYAMBUNA,112573-1,Health Laboratory,Private,-1.34348,34.37938,Mara,Operating
TARIME GOODWILL FOUNDATION,107774-2,Health Center,Private,-1.34747,34.38347,Mara,Operating
SAFINA,112570-7,Health Laboratory,Private,-1.34375,NA,Mara,Operating
NGOWI,114361-9,Health Laboratory,Private,-1.34253,34.37824,Mara,Operating
MWASI,112540-0,Health Laboratory,Private,-1.34229,34.37634,Mara,Operating
NDEGE,112550-9,Health Laboratory,Private,-1.34041,34.37746,Mara,Operating
MJ,112567-3,Health Laboratory,Private,-1.34317,34.37727,Mara,Operating
K.K.K.T,112825-5,Dispensary,Private,-1.34467,34.3836,Mara,Operating
JETA,122122-5,Health Laboratory,Private,-5.5640635,38.910007,Mara,Operating
COAST,113533-4,Health Laboratory,Private,-6.94197,39.27964,Dar es Salaam,Operating
GP,120406-4,Clinic,Private,-6.85728,39.2559,Dar es Salaam,Operating
CONSOLATA SISTERS,100928-1,Dispensary,Private,-6.884454,39.272773,Dar es Salaam,Operating
MIHO,122985-5,Health Laboratory,Private,-6.93111,39.26011,Dar es Salaam,Operating
BUZA,100634-5,Health Center,Public,-6.89178,39.23131,Dar es Salaam,Operating
NUR FA EYE CENTRE,111621-9,Clinic,Private,-6.86627,39.26959,Dar es Salaam,Operating
Kingugi,102954-5,Dispensary,Public,-6.90326,39.25131,Dar es Salaam,Operating
ARAFA MWEMBE YANGA  CENTER,123639-7,Health Laboratory,Private,-6.32321,38.90089,Dar es Salaam,Operating
TRINITY,113528-4,Health Laboratory,Private,-6.88624,39.25735,Dar es Salaam,Operating
DAT,113534-2,Health Laboratory,Private,-6.97878,39.21376,Dar es Salaam,Operating
ECCAL,121979-9,Health Laboratory,Private,-6.98988,39.45443,Dar es Salaam,Operating
MKIZA,107030-9,Dispensary,Private,-6.91456,39.27097,Dar es Salaam,Operating
CHEGEKA,110694-7,Dispensary,Private,-6.936747,39.245039,Dar es Salaam,Operating
CHAWELA,120404-9,Dispensary,Private,NA,NA,Dar es Salaam,Operating
MIBURANI,114165-4,Dispensary,Public,-6.85206,39.26988,Dar es Salaam,Operating
MUZDALIFAH AMANI,104830-5,Dispensary,Private,-6.87921,39.24726,Dar es Salaam,Operating
ONE HIGH WAY,123511-8,Health Laboratory,Private,-6.95128,39.22474,Dar es Salaam,Operating
KKKT MTONI,110690-5,Dispensary,Private,-6.874949,39.275267,Dar es Salaam,Operating
DOUBLEG GROUP,124386-4,Dispensary,Private,-6.53584,38.14206,Dar es Salaam,Operating
RATH-FISHA,112438-7,Dispensary,Private,-6.89096,39.24073,Dar es Salaam,Operating
KIDS FIRST PEDIATRIC,114557-2,Clinic,Private,-6.87033,39.22504,Dar es Salaam,Operating
STELLA HEALTH,114181-1,Clinic,Private,-6.91614,39.31971,Dar es Salaam,Operating
LIFE TIME EYE CARE,114191-0,Clinic,Private,-6.88079,39.22818,Dar es Salaam,Operating
MICO BEST,112482-5,Dispensary,Private,-6.97523,39.21348,Dar es Salaam,Operating
NJ SAKU,122608-3,Dispensary,Private,-6.55291,39.13446,Dar es Salaam,Operating
ALEXIA,110629-3,Hospital,Private,-6.94335,39.30899,Dar es Salaam,Operating
TUMAINI MISSION,107933-4,Health Center,Private,-6.95262,39.28305,Dar es Salaam,Operating
SABAOTHHOST,120746-3,Clinic,Private,-6.93081,39.3363,Dar es Salaam,Operating
ZAIFA,113751-2,Dispensary,Private,-6.87127,39.26371,Dar es Salaam,Operating
Temeke,107806-2,Hospital,Public,-6.8574,39.2618,Dar es Salaam,Operating
Kijichi,102758-0,Health Center,Public,-6.89423,39.29699,Dar es Salaam,Operating
CNC,120488-2,Clinic,Private,-6.89061,39.22021,Dar es Salaam,Operating
Mbagala Kuu,110815-8,Dispensary,Public,-6.902912,39.287904,Dar es Salaam,Operating
TANDIKA,114167-0,Dispensary,Public,-6.86539,39.25098,Dar es Salaam,Operating
ARAFA ZAKHEM,110618-6,Clinic,Private,-6.91362,39.27055,Dar es Salaam,Operating
TMJ,110556-8,Clinic,Private,-6.83834,39.26898,Dar es Salaam,Operating
KHOJA SHIA ITHNAASHERI CHARITABLE EYE CENTRE,120273-8,Clinic,Private,-6.863617,39.260143,Dar es Salaam,Operating
NEW RBB,120263-9,Clinic,Private,-6.947203,39.229433,Dar es Salaam,Operating
IGALA,113516-9,Health Laboratory,Private,-6.87159,39.23482,Dar es Salaam,Operating
ANGAZA,123513-4,Health Laboratory,Private,-6.01234,39.00234,Dar es Salaam,Operating
AJIM,122057-3,Health Laboratory,Private,-6.89288,39.23547,Dar es Salaam,Operating
FACE SPECIALISTS DENTAL CENTRE,120422-1,Clinic,Private,NA,NA,Dar es Salaam,Operating
TAYMA VETENARY,107974-8,Dispensary,Private,-6.853649,39.252703,Dar es Salaam,Operating
AGM,112683-8,Clinic,Private,-6.86391,39.26955,Dar es Salaam,Operating
SAMARIA,110279-7,Dispensary,Private,-6.92856,39.25727,Dar es Salaam,Operating
SASHA,110693-9,Dispensary,Private,-6.878112,39.249675,Dar es Salaam,Operating
BAKWATA KICHEMCHEM,112260-5,Dispensary,Private,-6.91374,39.28494,Dar es Salaam,Operating
MTONI KIJICHI,110603-8,Dispensary,Private,-6.88782,39.28121,Dar es Salaam,Operating
KURASINI,121244-8,Clinic,Private,-6.84912394,39.28239715,Dar es Salaam,Operating
CPC CHARITABLE MEDICAL SERVICES,112101-1,Dispensary,Private,-6.836,39.27344,Dar es Salaam,Operating
EPIPHANY,100158-5,Hospital,Private,-6.89674,39.28308,Dar es Salaam,Operating
DR. JM  HEALTH LABORATORY,122994-7,Health Laboratory,Private,-6.44567,39.00091,Dar es Salaam,Operating
HAFFORD,101294-7,Hospital,Private,-6.84456,39.26735,Dar es Salaam,Operating
ARAFA DAIMA,114018-5,Dispensary,Private,-6.93785,39.26202,Dar es Salaam,Operating
MICO KIDIA,120403-1,Clinic,Private,NA,NA,Dar es Salaam,Operating
MZERU MEDICAL,122411-2,Health Laboratory,Private,-6.95512,39.91212,Dar es Salaam,Operating
HUDUMA,112662-2,Dispensary,Private,-6.84228,39.27534,Dar es Salaam,Operating
KURASINI WELLNESS,114560-6,Clinic,Private,-6.84249,39.28816,Dar es Salaam,Operating
PROSATRA YOMBO,114558-0,Dispensary,Private,-6.88319,39.23282,Dar es Salaam,Operating
